theta1	omega1	alpha1	theta2	omega2	alpha2
-4.771431695318500421e-01	-1.715003145830632958e+00	6.732641726351652700e+00	7.579665845463705587e-01	-1.724813779963847438e+00	-6.728633769458499891e+00
-3.745559397699695925e-01	-2.508051311310178555e+00	6.972434386786822813e+00	6.136822789988652938e-01	-1.888891657855746198e+00	-4.365963590153794094e+00
-4.241906149770482415e-01	-2.072684910492138322e+00	5.386796981586026156e+00	6.508904033356341934e-01	-9.370172964746192878e-01	-5.066621519154624664e+00
-3.449444288746643106e-01	-2.199240539560856966e+00	6.060058582241460101e+00	6.342474490026471790e-01	-8.546433484663870095e-01	-5.008251848895749703e+00
-4.343210170662484826e-01	-2.431177458144639036e+00	4.743318712800680181e+00	6.770468426567913811e-01	-1.875044224188107345e+00	-6.772529353475387204e+00
-4.931679433581040439e-01	-2.907196999577563723e+00	5.240534814196146307e+00	4.079744553120289163e-01	-1.835139476763659738e+00	-4.859431315829759512e+00
-4.646928811518080682e-01	-1.590041041135209721e+00	7.535223469566628474e+00	7.709681962508797559e-01	-1.298405296805796638e+00	-5.542818909594134702e+00
-4.463624048418083357e-01	-1.876447872370257786e+00	7.164810649315008995e+00	6.249571136583843556e-01	-2.242172490446065591e+00	-5.414733694074993942e+00
-6.868888676845018582e-01	-1.721333355551217803e+00	6.318685163383007897e+00	5.760604075985586991e-01	-1.593342271698572343e+00	-5.294120965906657261e+00
-5.843872859381875617e-01	-1.788022312476231335e+00	6.682057758882312903e+00	6.682411414623705692e-01	-1.927432644823013685e+00	-4.440755256143432916e+00
-6.129775099139769257e-01	-1.467215508584706285e+00	8.213595949249423711e+00	5.127995109466324530e-01	-1.677457527960955153e+00	-5.836597742407867884e+00
-2.660847620956683368e-01	-1.432835780002508663e+00	5.879642347316293538e+00	6.731652448945835143e-01	-1.253319874638261444e+00	-5.406706840253803215e+00
-5.953807498935522746e-01	-1.304553949413028047e+00	8.022223903980357562e+00	3.017962789497950493e-01	-1.765700480734219369e+00	-5.975952560616082820e+00
-6.164515680936384356e-01	-1.580847661578947516e+00	6.680103880912469094e+00	4.719059350189178659e-01	-1.362724780586091811e+00	-6.975142129311502792e+00
-4.834964265131017069e-01	-1.991823845566422779e+00	6.991869349972253289e+00	6.217092828273375060e-01	-1.754752026248222574e+00	-4.727633797556713091e+00
-7.192503327720224382e-01	-1.294300510432739859e+00	6.632396937729989617e+00	5.991001826081969739e-01	-1.471777248686058304e+00	-5.650106379349951524e+00
-5.522303919881309531e-01	-1.616475863658586087e+00	6.255618071499482014e+00	1.545253784870979086e-01	-1.438211274689577657e+00	-4.855967499331278248e+00
-4.695093204258126152e-01	-1.585000892755149771e+00	8.141893952802668366e+00	6.278845532015245867e-01	-1.434781319396798871e+00	-5.422140629950811253e+00
-5.420246566343979167e-01	-1.635717154881789925e+00	5.152545739950094905e+00	4.910651596371514715e-01	-1.281019249087298029e+00	-4.686372499611046294e+00
-4.868804153197442419e-01	-1.625935771931215967e+00	7.788538679956642063e+00	4.353263431062768807e-01	-2.344381585113136435e+00	-4.968235742990146697e+00
-5.053846681084432912e-01	-1.603324461034355553e+00	7.387447666370896115e+00	6.531489874564360143e-01	-2.419618797570213697e+00	-5.170419754328078987e+00
-6.369537621659471238e-01	-1.450011132690560700e+00	7.765271536630106830e+00	3.273308376273088571e-01	-1.981622112033669003e+00	-3.857736996544669950e+00
-6.313514345881299228e-01	-1.609751747407346834e+00	8.539991474384326153e+00	5.220145869305575781e-01	-1.721481047951751719e+00	-4.599883098293160444e+00
-7.676503529826863570e-01	-1.352299565529656133e+00	7.925191498478800334e+00	2.326404042860298338e-01	-2.551281487674041948e+00	-4.699098839853196097e+00
-6.770536776254172384e-01	-7.883807411935206400e-01	8.324463759721696832e+00	2.883291304606743211e-01	-1.818037608576611008e+00	-4.942552369370544874e+00
-4.860155603900506716e-01	-1.258508036589244261e+00	8.890267341857658323e+00	4.117247127158352726e-01	-1.741838872744034594e+00	-4.368260654759770212e+00
-7.716251220330230254e-01	-1.536834964327804087e+00	6.941994613021880589e+00	3.747435130357909538e-01	-2.215422173272000528e+00	-3.523241496059545952e+00
-6.193798189404864374e-01	-1.167942225516001020e+00	7.662346849124586079e+00	3.115189998045841402e-01	-2.767983234677930504e+00	-3.986939050399328721e+00
-6.531623568482232134e-01	-1.327273874529387498e+00	8.315508876841462893e+00	3.555535849343784416e-01	-1.907799221331540895e+00	-4.341607862717875577e+00
-6.041773831352250657e-01	-1.256484107994032540e+00	6.876071677247979075e+00	4.618914439488993051e-01	-2.238421463884895601e+00	-4.325463113931946602e+00
-7.207333174215688754e-01	-1.024874224560236469e+00	7.702385363975649213e+00	2.309160609019499377e-01	-2.551860939350774071e+00	-4.199779659340763693e+00
-7.202793272520842116e-01	-4.869882921885489435e-01	8.503739126744642718e+00	4.847790910384073837e-01	-2.551343904320333866e+00	-3.028067540879528785e+00
-6.474849982204257115e-01	-4.971039677751475372e-01	8.487686833799754638e+00	6.784669392289895962e-01	-1.702785973581313339e+00	-4.531542687608274278e+00
-7.109057657513098150e-01	-1.446634717506786849e+00	9.098333206678184126e+00	2.459580985778826445e-01	-1.707365449084013109e+00	-4.851277427451991642e+00
-6.939729331947397384e-01	-1.067555226272527857e+00	7.804971139539409464e+00	2.901830166232393649e-01	-2.532217161303109254e+00	-3.592149444423557547e+00
-5.007479471824591855e-01	-4.335791188694697595e-01	6.273494942369410410e+00	1.835668707263688471e-01	-2.037408867764083364e+00	-2.212805481712942779e+00
-4.312176152234128979e-01	-6.948260314281462513e-01	8.873230056385033038e+00	2.063843037848296924e-01	-1.701262175033793067e+00	-3.096126138726964960e+00
-5.027275783393432285e-01	-5.939108734973850279e-01	8.234528788128473664e+00	1.928780795765963063e-01	-2.138591661279732214e+00	-3.318820941096334742e+00
-6.086166517460996905e-01	-9.148240589754509378e-01	8.940068806900345777e+00	3.166047589483756419e-01	-2.692915062566853202e+00	-3.670712980172175843e+00
-6.288383727282523816e-01	-1.108200589007610981e+00	8.009737170781290772e+00	4.335949835344470316e-01	-2.154398621915336598e+00	-4.683503385093368721e+00
-6.596633325621233945e-01	-5.651499895030619447e-01	9.714601796589883875e+00	1.791487072341669817e-01	-2.170887688348758449e+00	-3.712673573285844242e+00
-6.944840505970486522e-01	-5.028390241091981183e-01	8.861961474121555327e+00	1.249615048770839482e-01	-2.579095438146831398e+00	-3.343766317796005527e+00
-7.322772929712695333e-01	4.448243567339815741e-02	8.869774614821587022e+00	6.822264872341390896e-02	-2.576926748827368385e+00	-3.592543955612291118e+00
