theta1	omega1	alpha1	theta2	omega2	alpha2
2.297603062652152417e+00	-5.483877629736861881e-01	-8.568153416132510358e+00	3.072998008713449636e+00	-2.573530594800205407e+00	-1.118519999429783063e+01
2.010388353785078852e+00	9.714294395442035768e-02	-4.085430894968112625e+00	2.185710619830328216e+00	-1.991705027432715269e+00	8.622070214543423816e+00
4.403488170049317141e+00	-8.042551493138808127e-02	-1.011955091040897337e+01	8.895942312474296454e-01	-2.785144191427064708e+00	-2.376773382778112875e+01
3.529841905959979265e+00	-1.218106499786746899e-01	-8.110691912014328153e+00	2.422834064994727754e+00	-4.152466038431192885e+00	-3.144469484530143788e+01
3.217650038911548105e+00	-1.069550480621245914e+00	-1.753734900984681655e+00	-1.207786299670230212e+00	-3.779705537336663479e+00	-6.969811356176789374e+00
1.376306087862478211e+00	-5.760636744460227998e-01	3.895712445531154700e+00	-1.813955769356076386e+00	-3.629710881604371053e+00	-1.033840730797888163e+01
2.927380745723337618e+00	9.427048716088917146e-01	-1.497759904719823076e+01	1.186887085417712040e+00	-4.416129286281730515e+00	-1.027003923223414716e+01
2.493582421380489578e+00	-1.328584780989226832e+00	-1.277520704739835722e+01	4.408725032493666651e-01	-4.294013365387147729e+00	1.321666344125205228e-02
2.370198703595769452e+00	-3.812844311693575072e-01	-1.187432621927325371e+01	-4.438115888229355654e+00	-4.619607090157449747e+00	-9.781955105778838089e+00
3.210609703559455408e+00	1.717356730174601775e-01	-1.272546872329801015e+00	4.772235563456909802e+00	-1.981179137029299264e+00	-4.045307413670140306e+01
2.909838738124696178e+00	-3.222713340739591370e-01	-1.350862407178905578e+01	-3.186695963939205622e+00	-2.919017542008414345e+00	-7.493351222148575630e+00
3.119829754710610636e+00	-1.455446193274505973e+00	-8.944413562465086898e+00	6.598235080019332344e-02	-5.482261201302271125e+00	-2.178326638133707149e+01
